nama_wilayah,nama_tahun,jenis_kelamin,persentasi
Nduga,2020,laki_laki,8.16
Lanny Jaya,2020,laki_laki,18.58
Mamberamo Tengah,2020,laki_laki,27.36
Yalimo,2020,laki_laki,36.67
Puncak,2020,laki_laki,14.75
Dogiyai,2020,laki_laki,15.07
Intan Jaya,2020,laki_laki,23.33
Deiyai,2020,laki_laki,17.69
Kota Jayapura,2020,laki_laki,61.05
INDONESIA,2020,laki_laki,41.63
ACEH,2020,perempuan,42.71
Simeulue,2020,perempuan,38.98
Aceh Singkil,2020,perempuan,34.85
Aceh Selatan,2020,perempuan,39.94
Aceh Tenggara,2020,perempuan,42.04
Aceh Timur,2020,perempuan,26.81
Aceh Tengah,2020,perempuan,44.58
Aceh Barat,2020,perempuan,43.88
Aceh Besar,2020,perempuan,50.32
Pidie,2020,perempuan,40.18
Bireuen,2020,perempuan,42.06
Aceh Utara,2020,perempuan,37.51
Aceh Barat Daya,2020,perempuan,39.64
Gayo Lues,2020,perempuan,37.5
Aceh Tamiang,2020,perempuan,37.82
Nagan Raya,2020,perempuan,45.34
Aceh Jaya,2020,perempuan,36.76
Bener Meriah,2020,perempuan,40.18
Pidie Jaya,2020,perempuan,40.6
Kota Banda Aceh,2020,perempuan,69.63
Kota Sabang,2020,perempuan,59.36
Kota Langsa,2020,perempuan,57.01
Kota Lhokseumawe,2020,perempuan,55.89
Kota Subulussalam,2020,perempuan,41.81
SUMATERA UTARA,2020,perempuan,46.86
Nias,2020,perempuan,15.47
Mandailing Natal,2020,perempuan,32.79
Tapanuli Selatan,2020,perempuan,38.28
Tapanuli Tengah,2020,perempuan,36.33
Tapanuli Utara,2020,perempuan,49.88
Toba Samosir / Toba,2020,perempuan,55.46
Labuhan Batu,2020,perempuan,40.3
Asahan,2020,perempuan,41.64
Simalungun,2020,perempuan,52.85
Dairi,2020,perempuan,46.69
Karo,2020,perempuan,54.28
Deli Serdang,2020,perempuan,51.69
Langkat,2020,perempuan,34.49
Nias Selatan,2020,perempuan,25.63
Humbang Hasundutan,2020,perempuan,45.66
Pakpak Bharat,2020,perempuan,41.72
Samosir,2020,perempuan,49
Serdang Bedagai,2020,perempuan,36.32
Batu Bara,2020,perempuan,33.48
Padang Lawas Utara,2020,perempuan,42.61
Padang Lawas,2020,perempuan,37.27
Labuhan Batu Selatan,2020,perempuan,38.11
Labuhan Batu Utara,2020,perempuan,34.1
Nias Utara,2020,perempuan,17.69
Nias Barat,2020,perempuan,22.61
Kota Sibolga,2020,perempuan,55.89
Kota Tanjung Balai,2020,perempuan,45.9
Kota Pematang Siantar,2020,perempuan,63.23
Kota Tebing Tinggi,2020,perempuan,54.28
Kota Medan,2020,perempuan,61.56
Kota Binjai,2020,perempuan,60.72
Kota Padangsidimpuan,2020,perempuan,61
Kota Gunungsitoli,2020,perempuan,35.4
SUMATERA BARAT,2020,perempuan,44.78
Kepulauan Mentawai,2020,perempuan,24.28
Pesisir Selatan,2020,perempuan,40.71
Solok,2020,perempuan,29.13
Sijunjung,2020,perempuan,33.11
Tanah Datar,2020,perempuan,44.33
Padang Pariaman,2020,perempuan,35.17
Agam,2020,perempuan,44.59
Lima Puluh Kota,2020,perempuan,33.91
Pasaman,2020,perempuan,33.67
Solok Selatan,2020,perempuan,38.74
Dharmasraya,2020,perempuan,35.81
Pasaman Barat,2020,perempuan,35.32
Kota Padang,2020,perempuan,69.31
Kota Solok,2020,perempuan,63.25
Kota Sawah Lunto,2020,perempuan,53.43
Kota Padang Panjang,2020,perempuan,68.53
Kota Bukittinggi,2020,perempuan,66.41
Kota Payakumbuh,2020,perempuan,57.36
Kota Pariaman,2020,perempuan,56.52
RIAU,2020,perempuan,42.85
Kuantan Singingi,2020,perempuan,34.73
Indragiri Hulu,2020,perempuan,33.34
Indragiri Hilir,2020,perempuan,25
Pelalawan,2020,perempuan,37.7
Siak,2020,perempuan,47.83
Kampar,2020,perempuan,39.44
Rokan Hulu,2020,perempuan,29.74
Bengkalis,2020,perempuan,47.92
Rokan Hilir,2020,perempuan,34.14
Kepulauan Meranti,2020,perempuan,27.65
Kota Pekanbaru,2020,perempuan,73.93
Kota Dumai,2020,perempuan,51.6
JAMBI,2020,perempuan,33.33
Kerinci,2020,perempuan,35.38
Merangin,2020,perempuan,23.32
Sarolangun,2020,perempuan,25.97
Batang Hari,2020,perempuan,32.44
Muaro Jambi,2020,perempuan,29.47
Tanjung Jabung Timur,2020,perempuan,18.08
Tanjung Jabung Barat,2020,perempuan,22.26
Tebo,2020,perempuan,22.65
Bungo,2020,perempuan,30.27
Kota Jambi,2020,perempuan,60.53
Kota Sungai Penuh,2020,perempuan,53.31
SUMATERA SELATAN,2020,perempuan,33.03
Ogan Komering Ulu,2020,perempuan,31.01
Ogan Komering Ilir,2020,perempuan,19.6
Muara Enim,2020,perempuan,29.57
Lahat,2020,perempuan,35.15
Musi Rawas,2020,perempuan,22.43
Musi Banyuasin,2020,perempuan,24.16
Banyu Asin,2020,perempuan,24.31
Ogan Komering Ulu Selatan,2020,perempuan,21.09
Ogan Komering Ulu Timur,2020,perempuan,25.52
Ogan Ilir,2020,perempuan,27.08
Empat Lawang,2020,perempuan,25.59
Penukal Abab Lematang Ilir,2020,perempuan,23.02
Musi Rawas Utara,2020,perempuan,19.25
Kota Palembang,2020,perempuan,57.12
Kota Prabumulih,2020,perempuan,47.5
Kota Pagar Alam,2020,perempuan,43.26
Kota Lubuklinggau,2020,perempuan,49.06
BENGKULU,2020,perempuan,37.62
Bengkulu Selatan,2020,perempuan,40.63
Rejang Lebong,2020,perempuan,31.54
Bengkulu Utara,2020,perempuan,28.13
Kaur,2020,perempuan,34.82
Seluma,2020,perempuan,27.61
Mukomuko,2020,perempuan,30.88
Lebong,2020,perempuan,26.86
Kepahiang,2020,perempuan,35.65
Bengkulu Tengah,2020,perempuan,24.55
Kota Bengkulu,2020,perempuan,65.55
LAMPUNG,2020,perempuan,28.33
Lampung Barat,2020,perempuan,25.62
Tanggamus,2020,perempuan,20.62
Lampung Selatan,2020,perempuan,23.99
Lampung Timur,2020,perempuan,23.47
Lampung Tengah,2020,perempuan,22.96
Lampung Utara,2020,perempuan,29.43
Way Kanan,2020,perempuan,20.95
Tulangbawang,2020,perempuan,20.49
Pesawaran,2020,perempuan,23.88
Pringsewu,2020,perempuan,28.12
Mesuji,2020,perempuan,14.22
Tulang Bawang Barat,2020,perempuan,21.27
Pesisir Barat,2020,perempuan,26.74
Kota Bandar Lampung,2020,perempuan,56.69
Kota Metro,2020,perempuan,60.51
KEP. BANGKA BELITUNG,2020,perempuan,34.45
Bangka,2020,perempuan,36.52
Belitung,2020,perempuan,35.95
Bangka Barat,2020,perempuan,28.19
Bangka Tengah,2020,perempuan,28.61
Bangka Selatan,2020,perempuan,20.52
Belitung Timur,2020,perempuan,34.73
Kota Pangkal Pinang,2020,perempuan,52.58
KEPULAUAN RIAU,2020,perempuan,60.83
Karimun,2020,perempuan,37.01
Bintan,2020,perempuan,47.35
Natuna,2020,perempuan,38.83
Lingga,2020,perempuan,24.67
Kepulauan Anambas,2020,perempuan,35.09
Kota Batam,2020,perempuan,71.65
Kota Tanjung Pinang,2020,perempuan,59.27
DKI JAKARTA,2020,perempuan,58.13
Kep. Seribu,2020,perempuan,31.58
Kota Jakarta Selatan,2020,perempuan,64
Kota Jakarta Timur,2020,perempuan,62.16
Kota Jakarta Pusat,2020,perempuan,63.44
Kota Jakarta Barat,2020,perempuan,51.42
Kota Jakarta Utara,2020,perempuan,50.93
JAWA BARAT,2020,perempuan,32.48
Bogor,2020,perempuan,28.56
Sukabumi,2020,perempuan,15.31
Cianjur,2020,perempuan,15.85
Bandung,2020,perempuan,34.29
Garut,2020,perempuan,21.14
Tasikmalaya,2020,perempuan,15.04
Ciamis,2020,perempuan,17.4
Kuningan,2020,perempuan,21.92
Cirebon,2020,perempuan,24.27
Majalengka,2020,perempuan,18.66
Sumedang,2020,perempuan,31.62
Indramayu,2020,perempuan,19.33
Subang,2020,perempuan,19.66
Purwakarta,2020,perempuan,27.64
Karawang,2020,perempuan,25.76
Bekasi,2020,perempuan,46.21
Bandung Barat,2020,perempuan,24.94
Pangandaran,2020,perempuan,18.05
Kota Bogor,2020,perempuan,47.28
Kota Sukabumi,2020,perempuan,38.92
Kota Bandung,2020,perempuan,54.21
Kota Cirebon,2020,perempuan,46.62
Kota Bekasi,2020,perempuan,61.56
Kota Depok,2020,perempuan,62.52
Kota Cimahi,2020,perempuan,55.76
Kota Tasikmalaya,2020,perempuan,37.11
Kota Banjar,2020,perempuan,28.5
JAWA TENGAH,2020,perempuan,26.97
Cilacap,2020,perempuan,22.78
Banyumas,2020,perempuan,25.85
Purbalingga,2020,perempuan,20.94
Banjarnegara,2020,perempuan,17.72
Kebumen,2020,perempuan,23
Purworejo,2020,perempuan,33.25
Wonosobo,2020,perempuan,17.62
Magelang,2020,perempuan,27.59
Boyolali,2020,perempuan,30.38
Klaten,2020,perempuan,38.84
Sukoharjo,2020,perempuan,43.87
Wonogiri,2020,perempuan,23.07
Karanganyar,2020,perempuan,33.46
Sragen,2020,perempuan,28.75
Grobogan,2020,perempuan,14.61
Blora,2020,perempuan,20.05
Rembang,2020,perempuan,18.81
Pati,2020,perempuan,23.94
Kudus,2020,perempuan,33.84
Jepara,2020,perempuan,22.49
Demak,2020,perempuan,24.3
Semarang,2020,perempuan,26.87
Temanggung,2020,perempuan,22.55
Kendal,2020,perempuan,25.24
Batang,2020,perempuan,16.69
Pekalongan,2020,perempuan,19.48
Pemalang,2020,perempuan,16.79
Tegal,2020,perempuan,19.37
Brebes,2020,perempuan,16.12
Kota Magelang,2020,perempuan,58.67
Kota Surakarta,2020,perempuan,58.52
Kota Salatiga,2020,perempuan,51.62
Kota Semarang,2020,perempuan,56.97
Kota Pekalongan,2020,perempuan,39.06
Kota Tegal,2020,perempuan,37.48
D I YOGYAKARTA,2020,perempuan,47.7
Kulon Progo,2020,perempuan,42.79
Bantul,2020,perempuan,45.74
Gunung Kidul,2020,perempuan,24.22
Sleman,2020,perempuan,62.41
Kota Yogyakarta,2020,perempuan,63.68
JAWA TIMUR,2020,perempuan,29.85
Pacitan,2020,perempuan,18.08
Ponorogo,2020,perempuan,28.95
Trenggalek,2020,perempuan,22.5
Tulungagung,2020,perempuan,30.24
Blitar,2020,perempuan,26.41
Kediri,2020,perempuan,31.89
Malang,2020,perempuan,27.32
Lumajang,2020,perempuan,16.91
Jember,2020,perempuan,22.87
Banyuwangi,2020,perempuan,25.6
Bondowoso,2020,perempuan,18.77
Situbondo,2020,perempuan,22.27
Probolinggo,2020,perempuan,19.57
Pasuruan,2020,perempuan,25.54
Sidoarjo,2020,perempuan,53.91
Mojokerto,2020,perempuan,34.45
Jombang,2020,perempuan,33.75
Nganjuk,2020,perempuan,25.36
Madiun,2020,perempuan,27.57
Magetan,2020,perempuan,31.73
Ngawi,2020,perempuan,22.94
Bojonegoro,2020,perempuan,24.28
Tuban,2020,perempuan,21.22
Lamongan,2020,perempuan,30.35
Gresik,2020,perempuan,37.11
Bangkalan,2020,perempuan,17.86
Sampang,2020,perempuan,16.29
Pamekasan,2020,perempuan,25.27
Sumenep,2020,perempuan,18.61
Kota Kediri,2020,perempuan,45.4
Kota Blitar,2020,perempuan,41.02
Kota Malang,2020,perempuan,51.32
Kota Probolinggo,2020,perempuan,30.92
Kota Pasuruan,2020,perempuan,34.89
Kota Mojokerto,2020,perempuan,41.49
Kota Madiun,2020,perempuan,49.38
Kota Surabaya,2020,perempuan,51.64
Kota Batu,2020,perempuan,30.35
BANTEN,2020,perempuan,37.26
Pandeglang,2020,perempuan,18.05
Lebak,2020,perempuan,15.97
Tangerang,2020,perempuan,31.92
Serang,2020,perempuan,21.45
Kota Tangerang,2020,perempuan,57.28
Kota Cilegon,2020,perempuan,45.4
Kota Serang,2020,perempuan,34.7
Kota Tangerang Selatan,2020,perempuan,59.93
BALI,2020,perempuan,41.58
Jembrana,2020,perempuan,30.15
Tabanan,2020,perempuan,38.23
Badung,2020,perempuan,53.57
Gianyar,2020,perempuan,43.81
Klungkung,2020,perempuan,32.81
Bangli,2020,perempuan,23.38
Karangasem,2020,perempuan,20.92
Buleleng,2020,perempuan,26.99
Kota Denpasar,2020,perempuan,65.1
NUSA TENGGARA BARAT,2020,perempuan,24.2
Lombok Barat,2020,perempuan,18.06
Lombok Tengah,2020,perempuan,13.9
Lombok Timur,2020,perempuan,17.5
Sumbawa,2020,perempuan,26.43
Dompu,2020,perempuan,38.79
Bima,2020,perempuan,25.31
Sumbawa Barat,2020,perempuan,37.55
Lombok Utara,2020,perempuan,20.71
Kota Mataram,2020,perempuan,48.16
Kota Bima,2020,perempuan,58.89
NUSA TENGGARA TIMUR,2020,perempuan,26.73
Sumba Barat,2020,perempuan,30.53
Sumba Timur,2020,perempuan,30.25
Kupang,2020,perempuan,17.52
Timor Tengah Selatan,2020,perempuan,15.33
Timor Tengah Utara,2020,perempuan,25.77
Belu,2020,perempuan,25.71
Alor,2020,perempuan,28.67
Lembata,2020,perempuan,26.17
Flores Timur,2020,perempuan,25.08
Sikka,2020,perempuan,26.79
Ende,2020,perempuan,30.28
Ngada,2020,perempuan,32.16
Manggarai,2020,perempuan,21.56
Rote Ndao,2020,perempuan,28
Manggarai Barat,2020,perempuan,15.66
Sumba Tengah,2020,perempuan,32.04
Sumba Barat Daya,2020,perempuan,23.53
Nagekeo,2020,perempuan,27.78
Manggarai Timur,2020,perempuan,12.93
Sabu Raijua,2020,perempuan,26.4
Malaka,2020,perempuan,25.22
Kota Kupang,2020,perempuan,63.46
KALIMANTAN BARAT,2020,perempuan,27.4
Sambas,2020,perempuan,19.06
Bengkayang,2020,perempuan,23.22
Landak,2020,perempuan,28.87
Mempawah,2020,perempuan,26.7
Sanggau,2020,perempuan,25.12
Ketapang,2020,perempuan,21.01
Sintang,2020,perempuan,24.33
Kapuas Hulu,2020,perempuan,25.38
Sekadau,2020,perempuan,19.61
Melawi,2020,perempuan,22.1
Kayong Utara,2020,perempuan,22.57
Kubu Raya,2020,perempuan,25.66
Kota Pontianak,2020,perempuan,49.33
Kota Singkawang,2020,perempuan,32.1
KALIMANTAN TENGAH,2020,perempuan,29.39
Kotawaringin Barat,2020,perempuan,24.93
Kotawaringin Timur,2020,perempuan,21.93
Kapuas,2020,perempuan,19.58
Barito Selatan,2020,perempuan,32.21
Barito Utara,2020,perempuan,32.66
Sukamara,2020,perempuan,28.81
Lamandau,2020,perempuan,27.64
Seruyan,2020,perempuan,21.45
Katingan,2020,perempuan,26.9
Pulang Pisau,2020,perempuan,28.82
Gunung Mas,2020,perempuan,35.45
Barito Timur,2020,perempuan,35.66
Murung Raya,2020,perempuan,26.79
Kota Palangka Raya,2020,perempuan,58.41
KALIMANTAN SELATAN,2020,perempuan,30
Tanah Laut,2020,perempuan,25.17
Kotabaru,2020,perempuan,19.72
Banjar,2020,perempuan,20.12
Barito Kuala,2020,perempuan,19.93
Tapin,2020,perempuan,24.67
Hulu Sungai Selatan,2020,perempuan,27.69
Hulu Sungai Tengah,2020,perempuan,25.98
Hulu Sungai Utara,2020,perempuan,23.23
Tabalong,2020,perempuan,38.99
Tanah Bumbu,2020,perempuan,26
Balangan,2020,perempuan,23.76
Kota Banjarmasin,2020,perempuan,45.71
Kota Banjar Baru,2020,perempuan,56.54
KALIMANTAN TIMUR,2020,perempuan,43.36
Paser,2020,perempuan,28.63
Kutai Barat,2020,perempuan,31.35
Kutai Kartanegara,2020,perempuan,35.82
Kutai Timur,2020,perempuan,38.45
Berau,2020,perempuan,40.21
Penajam Paser Utara,2020,perempuan,31.55
Mahakam Ulu,2020,perempuan,36.52
Kota Balikpapan,2020,perempuan,56.56
Kota Samarinda,2020,perempuan,47.83
Kota Bontang,2020,perempuan,60.02
KALIMANTAN UTARA,2020,perempuan,38.95
Malinau,2020,perempuan,39.83
Bulungan,2020,perempuan,37.75
Tana Tidung,2020,perempuan,31.1
Nunukan,2020,perempuan,33.75
Kota Tarakan,2020,perempuan,43.96
SULAWESI UTARA,2020,perempuan,44.83
Bolaang Mongondow,2020,perempuan,25.93
Minahasa,2020,perempuan,46.79
Kepulauan Sangihe,2020,perempuan,32.16
Kepulauan Talaud,2020,perempuan,43.55
Minahasa Selatan,2020,perempuan,43.47
Minahasa Utara,2020,perempuan,50.43
Bolaang Mongondow Utara,2020,perempuan,32.88
Siau Tagulandang Biaro,2020,perempuan,41.34
Minahasa Tenggara,2020,perempuan,35.1
Bolaang Mongondow Selatan,2020,perempuan,24.61
Bolaang Mongondow Timur,2020,perempuan,27.88
Kota Manado,2020,perempuan,60.62
Kota Bitung,2020,perempuan,46.53
Kota Tomohon,2020,perempuan,62.37
Kota Kotamobagu,2020,perempuan,46.25
SULAWESI TENGAH,2020,perempuan,29.87
Banggai Kepulauan,2020,perempuan,32.72
Banggai,2020,perempuan,26.6
Morowali,2020,perempuan,38
Poso,2020,perempuan,37.16
Donggala,2020,perempuan,21.85
Toli-Toli,2020,perempuan,28.16
Buol,2020,perempuan,32.78
Parigi Moutong,2020,perempuan,19.31
Tojo Una-Una,2020,perempuan,25.86
Sigi,2020,perempuan,28.41
Banggai Laut,2020,perempuan,27.8
Morowali Utara,2020,perempuan,32.03
Kota Palu,2020,perempuan,46.65
SULAWESI SELATAN,2020,perempuan,36.34
Kepulauan Selayar,2020,perempuan,35.15
Bulukumba,2020,perempuan,33.75
Bantaeng,2020,perempuan,27.58
Jeneponto,2020,perempuan,27.69
Takalar,2020,perempuan,32.49
Gowa,2020,perempuan,34.58
Sinjai,2020,perempuan,34.68
Maros,2020,perempuan,31.89
Pangkajene dan Kepulauan,2020,perempuan,29.76
Barru,2020,perempuan,37.22
Bone,2020,perempuan,22.43
Soppeng,2020,perempuan,32.11
Wajo,2020,perempuan,21.92
Sidenreng Rappang,2020,perempuan,28.84
Pinrang,2020,perempuan,28.92
Enrekang,2020,perempuan,43.25
Luwu,2020,perempuan,37.92
Tana Toraja,2020,perempuan,41.18
Luwu Utara,2020,perempuan,28.13
Luwu Timur,2020,perempuan,41.15
Toraja Utara,2020,perempuan,40.03
Kota Makasar,2020,perempuan,56.32
Kota Parepare,2020,perempuan,51.15
Kota Palopo,2020,perempuan,57.34
SULAWESI TENGGARA,2020,perempuan,37.08
Buton,2020,perempuan,31.09
Muna,2020,perempuan,32.39
Konawe,2020,perempuan,30.36
Kolaka,2020,perempuan,34.93
Konawe Selatan,2020,perempuan,20.46
Bombana,2020,perempuan,29.81
Wakatobi,2020,perempuan,31.68
Kolaka Utara,2020,perempuan,33.76
Buton Utara,2020,perempuan,37.49
Konawe Utara,2020,perempuan,42.49
Kolaka Timur,2020,perempuan,33.34
Konawe Kepulauan,2020,perempuan,40.72
Muna Barat,2020,perempuan,24.72
Buton Tengah,2020,perempuan,24.06
Buton Selatan,2020,perempuan,24.3
Kota Kendari,2020,perempuan,69.21
Kota Baubau,2020,perempuan,56.9
GORONTALO,2020,perempuan,34.89
Boalemo,2020,perempuan,30.98
Gorontalo,2020,perempuan,29.48
Pohuwato,2020,perempuan,27.41
Bone Bolango,2020,perempuan,37.21
Gorontalo Utara,2020,perempuan,26.67
Kota Gorontalo,2020,perempuan,54.43
SULAWESI BARAT,2020,perempuan,30.57
Majene,2020,perempuan,33.99
Polewali Mandar,2020,perempuan,28.82
Mamasa,2020,perempuan,34.59
Mamuju,2020,perempuan,33.22
Mamuju Utara / Pasangkayu,2020,perempuan,28.25
Mamuju Tengah,2020,perempuan,24.72
MALUKU,2020,perempuan,49.64
Maluku Tenggara Barat / Kepulauan Tanimbar,2020,perempuan,49.54
Maluku Tenggara,2020,perempuan,50.57
Maluku Tengah,2020,perempuan,51.32
Buru,2020,perempuan,41.23
Kepulauan Aru,2020,perempuan,40.95
Seram Bagian Barat,2020,perempuan,40.68
Seram Bagian Timur,2020,perempuan,36.15
Maluku Barat Daya,2020,perempuan,36.16
Buru Selatan,2020,perempuan,35.01
Kota Ambon,2020,perempuan,61.37
Kota Tual,2020,perempuan,50.87
MALUKU UTARA,2020,perempuan,35.03
Halmahera Barat,2020,perempuan,32.68
Halmahera Tengah,2020,perempuan,37.55
Kepulauan Sula,2020,perempuan,34.58
Halmahera Selatan,2020,perempuan,16.67
Halmahera Utara,2020,perempuan,27.5
Halmahera Timur,2020,perempuan,31.41
Pulau Morotai,2020,perempuan,22.47
Pulau Taliabu,2020,perempuan,23.87
Kota Ternate,2020,perempuan,62.31
Kota Tidore Kepulauan,2020,perempuan,43.58
PAPUA BARAT,2020,perempuan,45.03
Fakfak,2020,perempuan,51.19
Kaimana,2020,perempuan,43.38
Teluk Wondama,2020,perempuan,44.37
Teluk Bintuni,2020,perempuan,47.13
Manokwari,2020,perempuan,36.2
Sorong Selatan,2020,perempuan,37.47
Sorong,2020,perempuan,40.59
Raja Ampat,2020,perempuan,36.86
Tambrauw,2020,perempuan,29.86
Maybrat,2020,perempuan,39.79
Manokwari Selatan,2020,perempuan,41.91
Pegunungan Arfak,2020,perempuan,18.42
Kota Sorong,2020,perempuan,58.33
PAPUA,2020,perempuan,28.86
Merauke,2020,perempuan,40.69
Jayawijaya,2020,perempuan,23.97
Jayapura,2020,perempuan,54.28
Nabire,2020,perempuan,49.82
Kepulauan Yapen,2020,perempuan,45.07
Biak Numfor,2020,perempuan,51.45
Paniai,2020,perempuan,8.47
Puncak Jaya,2020,perempuan,5.96
Mimika,2020,perempuan,56.86
Boven Digoel,2020,perempuan,36.21
Mappi,2020,perempuan,16.02
Asmat,2020,perempuan,13.41
Yahukimo,2020,perempuan,5.43
Pegunungan Bintang,2020,perempuan,12.27
Tolikara,2020,perempuan,5.95
Sarmi,2020,perempuan,42.57
Keerom,2020,perempuan,31.93
Waropen,2020,perempuan,41.51
Supiori,2020,perempuan,35.55
Mamberamo Raya,2020,perempuan,13.91
Nduga,2020,perempuan,3.18
Lanny Jaya,2020,perempuan,3.69
Mamberamo Tengah,2020,perempuan,11.75
Yalimo,2020,perempuan,26.67
Puncak,2020,perempuan,6.86
Dogiyai,2020,perempuan,5.51
Intan Jaya,2020,perempuan,3.46
Deiyai,2020,perempuan,12.04
Kota Jayapura,2020,perempuan,69.86
INDONESIA,2020,perempuan,34.63
ACEH,2021,laki_laki,46.93
Simeulue,2021,laki_laki,52.05
Aceh Singkil,2021,laki_laki,42.18
Aceh Selatan,2021,laki_laki,38.2
Aceh Tenggara,2021,laki_laki,54.36
Aceh Timur,2021,laki_laki,33.47
Aceh Tengah,2021,laki_laki,48.5
Aceh Barat,2021,laki_laki,49.51
Aceh Besar,2021,laki_laki,53.69
Pidie,2021,laki_laki,40.12
Bireuen,2021,laki_laki,38.68
Aceh Utara,2021,laki_laki,38.43
Aceh Barat Daya,2021,laki_laki,37.93
Gayo Lues,2021,laki_laki,42.91
Aceh Tamiang,2021,laki_laki,41.35
Nagan Raya,2021,laki_laki,44.77
Aceh Jaya,2021,laki_laki,38.25
Bener Meriah,2021,laki_laki,52.6
Pidie Jaya,2021,laki_laki,47.2
Kota Banda Aceh,2021,laki_laki,80.84
Kota Sabang,2021,laki_laki,66.46
Kota Langsa,2021,laki_laki,68.52
Kota Lhokseumawe,2021,laki_laki,66.46
Kota Subulussalam,2021,laki_laki,41.57
SUMATERA UTARA,2021,laki_laki,51.38
Nias,2021,laki_laki,35.66
Mandailing Natal,2021,laki_laki,34.63
Tapanuli Selatan,2021,laki_laki,38.68
Tapanuli Tengah,2021,laki_laki,42.99
Tapanuli Utara,2021,laki_laki,54.65
Toba Samosir / Toba,2021,laki_laki,56.34
Labuhan Batu,2021,laki_laki,43.54
Asahan,2021,laki_laki,40.58
Simalungun,2021,laki_laki,50.78
Dairi,2021,laki_laki,48.19
Karo,2021,laki_laki,52.45
Deli Serdang,2021,laki_laki,58.4
Langkat,2021,laki_laki,40.3
Nias Selatan,2021,laki_laki,30.41
Humbang Hasundutan,2021,laki_laki,53.4
Pakpak Bharat,2021,laki_laki,46.3
Samosir,2021,laki_laki,54.58
Serdang Bedagai,2021,laki_laki,39.75
Batu Bara,2021,laki_laki,33.67
Padang Lawas Utara,2021,laki_laki,42.33
Padang Lawas,2021,laki_laki,41.24
Labuhan Batu Selatan,2021,laki_laki,45.23
Labuhan Batu Utara,2021,laki_laki,37.6
Nias Utara,2021,laki_laki,35.39
Nias Barat,2021,laki_laki,42.18
Kota Sibolga,2021,laki_laki,51.28
Kota Tanjung Balai,2021,laki_laki,41.63
Kota Pematang Siantar,2021,laki_laki,74.16
Kota Tebing Tinggi,2021,laki_laki,62.5
Kota Medan,2021,laki_laki,70.5
Kota Binjai,2021,laki_laki,61.8
Kota Padangsidimpuan,2021,laki_laki,60.82
Kota Gunungsitoli,2021,laki_laki,49.75
SUMATERA BARAT,2021,laki_laki,43.74
Kepulauan Mentawai,2021,laki_laki,38.72
Pesisir Selatan,2021,laki_laki,34.86
Solok,2021,laki_laki,28.36
Sijunjung,2021,laki_laki,33.47
Tanah Datar,2021,laki_laki,35.59
Padang Pariaman,2021,laki_laki,32.26
Agam,2021,laki_laki,40.64
Lima Puluh Kota,2021,laki_laki,33.4
Pasaman,2021,laki_laki,29.02
Solok Selatan,2021,laki_laki,36.24
Dharmasraya,2021,laki_laki,39.91
Pasaman Barat,2021,laki_laki,42.43
Kota Padang,2021,laki_laki,69.26
Kota Solok,2021,laki_laki,60.52
Kota Sawah Lunto,2021,laki_laki,53.76
Kota Padang Panjang,2021,laki_laki,60.45
Kota Bukittinggi,2021,laki_laki,63.55
Kota Payakumbuh,2021,laki_laki,60
Kota Pariaman,2021,laki_laki,58.09
RIAU,2021,laki_laki,46.39
Kuantan Singingi,2021,laki_laki,41.27
Indragiri Hulu,2021,laki_laki,35.22
Indragiri Hilir,2021,laki_laki,24.69
Pelalawan,2021,laki_laki,40.54
Siak,2021,laki_laki,55.96
Kampar,2021,laki_laki,44.07
Rokan Hulu,2021,laki_laki,38.1
Bengkalis,2021,laki_laki,51.15
Rokan Hilir,2021,laki_laki,38.78
Kepulauan Meranti,2021,laki_laki,32.63
Kota Pekanbaru,2021,laki_laki,74.21
Kota Dumai,2021,laki_laki,57.18
JAMBI,2021,laki_laki,39.74
Kerinci,2021,laki_laki,39.04
Merangin,2021,laki_laki,32.41
Sarolangun,2021,laki_laki,37.85
Batang Hari,2021,laki_laki,31.13
Muaro Jambi,2021,laki_laki,36.63
Tanjung Jabung Timur,2021,laki_laki,25.73
Tanjung Jabung Barat,2021,laki_laki,31.65
Tebo,2021,laki_laki,28.29
Bungo,2021,laki_laki,33.14
Kota Jambi,2021,laki_laki,69.35
Kota Sungai Penuh,2021,laki_laki,59.99
SUMATERA SELATAN,2021,laki_laki,37.94
Ogan Komering Ulu,2021,laki_laki,44.47
Ogan Komering Ilir,2021,laki_laki,19.65
Muara Enim,2021,laki_laki,37.35
Lahat,2021,laki_laki,40
Musi Rawas,2021,laki_laki,24.71
Musi Banyuasin,2021,laki_laki,26.21
Banyu Asin,2021,laki_laki,32.22
Ogan Komering Ulu Selatan,2021,laki_laki,27.72
Ogan Komering Ulu Timur,2021,laki_laki,27.79
Ogan Ilir,2021,laki_laki,29.01
Empat Lawang,2021,laki_laki,26.56
Penukal Abab Lematang Ilir,2021,laki_laki,28.57
Musi Rawas Utara,2021,laki_laki,28.94
Kota Palembang,2021,laki_laki,64.8
Kota Prabumulih,2021,laki_laki,52.82
Kota Pagar Alam,2021,laki_laki,48.66
Kota Lubuklinggau,2021,laki_laki,47.42
BENGKULU,2021,laki_laki,41.64
Bengkulu Selatan,2021,laki_laki,46.41
Rejang Lebong,2021,laki_laki,40.32
Bengkulu Utara,2021,laki_laki,31.63
Kaur,2021,laki_laki,37.91
Seluma,2021,laki_laki,33.83
Mukomuko,2021,laki_laki,31.45
